item_id,label,purpose,sub_purpose,download_link,translation
sangju-1034,Work_artisan,Work,artisan,http://urisori.co.kr/sound/origin/gb/sangju/sangju-1034.mp3,"The geography is like true ginseng stem,
Hanging jade strings on the door,
Gathering and burning,
As I keep gathering and burning,
In the end, I have gathered and burned it all."
cheolwon-1105,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/gw/cheolwon/cheolwon-1105.mp3,"Here, here, here, where is it, here, Dochi  
Don't go to just one place (stop)  

Where is it, here, here, here, oh  
Where is it, Dochi, don't step on someone else's foot  
Circle around as one goal, here, here, where is it  
Mama mama ma ma ma (stop)"
sancheong-0603,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/gn/sancheong/sancheong-0603.mp3,"In the intense heat of June, I sell my clothes to buy a fan.  
Because June has two ""Yu"" (June's sound repeated), I sell my clothes to buy a fan.  
As the early summer approaches, my thoughts of you grow intense.  
Oh my dear, where have you gone, taking off your shoes?  
I followed Aunt Sukmo to Boryeokyeong; let's go home together."
gyeongju-0413,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/gb/gyeongju/gyeongju-0413.mp3,"Slowly, slowly, lunchtime is slow.
After circling ninety-nine times within the stopping place, it became late.

The lunchtime fart like the morning star leaves like a half moon.
What does it matter if it’s a half moon or a crescent moon?

Look at the fine ramie red jacket, like a red jacket with hints of pink breast.
If you look too much, you’ll get sick; just glance as little as a cigarette seed and go.

Lunchtime."
cheongsong-0416,etc_minstrel,etc,minstrel,http://urisori.co.kr/sound/origin/gb/cheongsong/cheongsong-0416.mp3,-One and knowing each other
euiryeong-0208,Work_construction,Work,construction,http://urisori.co.kr/sound/origin/gn/euiryeong/euiryeong-0208.mp3,"Uh, oh, hey, manggae-i  
Uh, oh, hey, manggae  
A thousand geun manggaeng is  
alive???  
???  
The sound of manggae stretches out  
???  
Thump thump, stomp it out  
Odongchu, the moon is bright  
My thoughts of you come naturally  
Where has my beloved gone?  
Can't even hear the sound of manggae  
???  
Eighty youth boys  
Don't laugh at the gray hair  
Yesterday's youth  
??? very easy  
The flowers blooming on the hill  
???  
Our parents' sorrow is deep  
If I go now, when will I return?  
Before March of next year, early spring  
Leaves have blossomed and the green mountains remain  
When fully blooming  
???  
I will visit again  
??? even if there are many  
What kind of friend would ??  
Even if there are many relatives  
I will go instead"
yeongil-0719,Entertainment_children,Entertainment,children,http://urisori.co.kr/sound/origin/gb/yeongil/yeongil-0719.mp3,"Pitiful, clever babbling, quitting smoking, saving money  
Hanging a beautiful face and seeming to forget the Lunar New Year  
What nonsense is that? Join the family, join the family, I will also join  
If I die, you cannot live; if you die, I cannot live  
Old age is regrettable; in youth, even the waves fade away  
The affectionate lover’s years pass without lasting  
In midwinter, tiger swallowtails fly in pairs  
Words heard ring clearly in the ear; listen once more carefully  
Seeing the flying wild goose brings sorrow to you  
Deer stepping on boots, holding yellow, shall flutter about  
Tie the blue dragon horse; after early spring and March pass by  
What is precious? What is it? There is no rice  
The heart and scenery are desolate  
On a wind-blowing, snowy night, a friend visits, making it even more sorrowful  
Opening the folding screen, I sit at the pavilion  
The departing lover seems to sit right in front  
Loving without religion, doing business, their delicate hands hold each other  
In the empty room, the lonely hostess holds the silver towel, my fate  
In every moment, the neck aches, and the heart forgets not  
My beautiful lover must have lain quietly again  
On an otto (Paulownia) tree in February on a snowy cold night, why do you shed tears?  
What shall I do? The lover’s attitude seems to sit right in front. / Sop'al"
bukjeju-1406,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/jj/bukjeju/bukjeju-1406.mp3,"Eoryeoryeo wollwol eo eo eo eogiya eoheoeo eo eoheo eoryeoryeo oho hoho eohe eo eoheo eoheo harya  
Yomaldeura eo eo eo naemareul deureoya handa seondaengan mara wollwolhageodeun dorawara eoheoeo eo eoe eoheo eo eoryeoryeo  
Yobatdwirang1) urimaldeuri balbageodeun jorangnageodeun wangdaegajji nara wollwol gogorirang2) naemilgeodeun cheonyeomeori moyang-euro  
Ssugukssugukhameonseo eo eo hanmaljigi3)e neseomssik najugo eo eoeo eo eoeo wollwol  
Wollwolsoerie yomalda deureora apbalkandi4) dwitbalkago dwitbalkandi apbalkara  
Eo eo eo eo harya  

1) This field  
2) Ears (of grain)  
3) One measure  
4) The place where the front foot stepped. The place that was stepped on by the front foot  
- Bat (sound of stepping)"
hwacheon-0217,Lament_lament,Lament,lament,http://urisori.co.kr/sound/origin/gw/hwacheon/hwacheon-0217.mp3,"Mother died when I was one year old,  
Father died when I was two years old,  
At three years old, I got married,  
When I opened the main room door,  
There was a mother-in-law like a hen,  
When I opened the love room door,  
There was a father-in-law like a tiger,  
When I opened the laughter room door,  
There was a sister-in-law like a parrot,  
Going from this room to that room,  
I laid out twelve panels of blankets,  
Carrying seven panels on my back,  
Wearing four panels as a skirt on my head,  
I'm going, I'm going, I am going,  
Grumbling, I am going."
sangju-0605,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/gb/sangju/sangju-0605.mp3,"@Quickjang Ah Ching-Ching-Ching No Hoseya

- Quickjang Ah Ching Ching Ching No Hoseya  
- Quickjang Ah Ching Ching Ching No Hoseya  
- The eternal vow, Simcheong, hey-yo ho-  
- To open father's eyes, hey-yo ho-  
- Three hundred sacks of rice for offering, hey-yo ho-  
- To the senior monks at Namgyeong Temple, hey-yo ho-  
- Forever to be sold, into the deep water of Indangsu, hey-yo ho-  
- Going to die, hey-yo ho-  
- The words said before dying, hey-yo ho-  
- Return to mother, hey-yo ho-  
- Though gone to the netherworld, hey-yo ho-  
- I have now died, hey-yo ho-  
- Entering the underwater palace, hey-yo ho-  
- The way to the underwater palace is tens of thousands of ri long, hey-yo ho-  
- The day to find and meet mother there, hey-yo ho-  
- When asking about father's whereabouts, what words to answer, hey-yo ho-  
- White heron flies high, hey-yo ho-  

- Long Quickjang  
- Simcheongga"
hongseong-0127,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/cn/hongseong/hongseong-0127.mp3,"@Eogiyaha

-Eogiyaha  
-Eoheodiyacha  
-Pushed and pulled  
-Tied instead of arms  
-The corpse over there  
-This side’s watchtower  
-Pull firmly  
-On the excellent hinge  
-The Taedong River flows free  
-At the words of my beloved  
-The knots inside loosen  
-In the youthful sky  
-There are many stars  
-But in my heart  
-Only sorrow remains  
-At the back hill  
-The old tree trunk  
-Like the day passes too  
-The inside rots  
-When the inside rots  
-Who else can know?  
-The outside must rot  
-For others to tell  
-You and I  
-Don’t know our own rot inside  
-Which person  
-Would understand?  
-Under the blue sky  
-There are many faint stars  
-In my heart  
-Only sorrow remains  
-Moon, moon  
-Bright, oh bright moon  
-Heartless time  
-Do not go  
-The precious farmers  
-Are growing old  

@Eogiyaha

-Eogiyaha  
-Eohadiya  
-Lifting the sack  
-Hurriedly go  
-In the middle  
-Let’s go slowly  
-Looking ahead  
-Watching sideways  
-With inexperienced hands  
-Let’s tie firmly  
-Tying well  
-Tied well  
-Our farmers  
-Tie well  
-Hurry up and tie  
-Let’s go home  
-Before the moon rises  
-Under the blue sky  
-Hurriedly  
-Let’s tie well  
-Our farmers  
-Tie well  
-It’s tied  

-The sound of gravel  
-Drum  
-The last fast rhythm  

>"
chuncheon-0714,Work_construction,Work,construction,http://urisori.co.kr/sound/origin/gw/chuncheon/chuncheon-0714.mp3,"@ Eihuri Dalgong

Eihuri Dalgong
Everyone sings well together
Heaven and earth become like a woman
It has become like a sky
The foremost of sacred cranes
The foundation of famous mountains
Holding a thousand cauldrons on the heavenly cliffs
Is this not a famous mountain?
Beyond there is the sun and moon (the sun and moon of the world)
Beyond that country is March (March full of filial piety)
Over there is a farming village (like the seasons of spring and autumn)
On that road there is a special day (… spring day)
Entering the heavenly peaceful land (clear and calm)
On the way to the flower-scented grass (in a quiet corner)
Climbing with spread money (ascending carefully)
In the farming village under the large pine tree (… heard nearby)  ; very noisy surroundings
On the path of the green mountain's rise and fall (… mended by wind)  ; very noisy surroundings
Everyone is dancing (dancing in groups)
If you just see the platform you will greet it (just seeing the platform brings happiness)
The world cannot resist
The flower of love blooms
The world is noble
How bright and glorious it is
Layered mountains and thousands of peaks
The cuckoo cries mournfully

<Speeding up>

@ Eihuri Dalgong

Eihuri Dalgong
You are like a clear blue forest bird
Crossing over Myeongmugongdang (beyond the parent's fortress)
A great man’s land is red from afar
Under Yeongpyeong’s rock
He stood naturally like sweet dew
Looking deep into the flood of confusion
My spirit is boundless
As if I have lost the era
When I try to wake my mind
It seems as if I’m climbing the sky
To make a grand resolve
The world’s ultimate goal
Is the scholar’s great ambition
Like a family heirloom, the goal is
One I have not held for long
On the ridge of the soaring peak is a fireless peak
Talking about study (… on a bright day)
Oh, how admirable (how splendid)
Only thirty-one thousand (… thirty-one thousand)
In what month did I see it (… seeing the sacred text)
When reciting this mountain
The sun sets behind the western mountain
High and sharp, like Yeongwol
A splendid hermitage with parents gone
One hand raised every day
The Eternal God rises
So very tired
Only looking over other mountains (… looking only)
Let’s try going this way (… trying to go down)
Kunlun mountain's branches
Are like Joseon’s paths
Baekdu Mountain is the main mountain
Hallasan is the southern mountain
The Tumen River is the Blue Dragon
The Yalu River is the White Tiger
Heaven and Earth are being renewed
That place can be counted as ten (…)
The land is arranged
The climate is favorable
Among the eight provinces, the best mountains
Having lived and observed
Samgaksan Mountain in Gyeonggi-do
Is surrounded by the Imjin River
Gyeryongsan in Chungcheong-do
Is surrounded by the Geum River of Gongju
Taebaeksan in Gyeongsang-do
Is surrounded by the Nakdong River
Jirisan in Jeolla-do
Is surrounded by the Seomjin River
Guwolsan in Hwanghae-do
Is surrounded by the Daedong River
Myohyangsan in Pyeongan-do
Is surrounded by the Yoduk River
Baekdusan in Hamgyeong-do
Is surrounded by the Tumen River
Geumgangsan in Gangwon-do
Is surrounded by the Soyang River
Standing at the end of the universe
Thinking of the green mountains
Over that mountain in the far land
Who is the ruler?
In the times of Jeongju (Gyeongju)
Oh, the grand palace
The late king's palace
The era of Gija's Joseon
Though the frontier is vast
It has been well settled
The misery of two thousand peaceful people
Counting millions of unseen troubles
The five hundred years of Goguryeo
The civilization is enduring forever
Enemies betrayed each other
At twilight the sky is angry
Voices echoed through the paths
The appearance of five emperors
The family is forever in the sky
The vast heaven is forever
All leave but flowers bloom
On the golden fields leaves grow
Bountiful harvests
That singular celestial spirit
The fortress falls without opposition
That bright sunlit ridge
Where ten days of ceremonies flow
A secret destined life
Here is Hae Myung-rang (bright man)
Discussing ten days
Judging the affairs
Rival dire conflicts
Both good and fine
His eyes clear and sharp
The location of Baekdu Mountain
That majestic mountain next to Geumunseok
Strong men and women mature
Under Baekdu, Geumunseok
Good men and women grow up
Blue Dragon on the right, White Tiger on the left
Protect my famous land
Fortune and honor destined
Heavenly dragons guard
Yellow dragons lie dormant
This path newly born
A place where strong men arise
Oh, the spirit soars
Ha ha ha ha look at me
There shining golden beauty
In Pyeongan the strong mountains
I have met this person
Eihuri Dalgong
His task respected by officials
Dressed in palace or court
Among talented people
A place where kingly honor grows
Carrying learning like a heavy load
Every step infused with elegance
This mountain’s end awaits
Looking to the regions nearby
This mountain castle is lost
Writing and education flourish
In that place the composition appears
Entering the palace of courage
The palace of valor and battlefield
Oh, Yellow Ox with raw blood
Endless struggles
Receiving the grace of the Dragon King
The king returns to the earth
Creating with a single stroke
Using this talent
He reads between heaven and earth

2. Hwe da ji sori (a form of traditional singing)"
taean-0404,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/cn/taean/taean-0404.mp3,"@Oya Sulmiya

-Oya Sulmiya  
-Oya Sulmiyeo  
-Are you so proud  
-That you’re the best?  
-Is my sight so poor  
-That I’ve gone mad?  
-Oya Sulmiyeo  
-Original, original  
-Meeting my beloved  
-A long, long night  
-Can it be made short?  
-Oya Sulmiyeo  
-Oya Sulmiya  
-Even if I live  
-Thousands of miles away  
-If my love is gone  
-I cannot live  
-Oya Sulmiyeo  
-Through a thousand-mile landscape  
-Stretching the telephone wires  
-I hear news of my love  
-Eya Sulmiyeo  
-Are you so proud  
-That you’re the best?  
-Is my sight so poor  
-That I’ve gone mad?  
-Oya Sulmiyeo  
-Oya Sulmiyeo  
-Eya Sulmiyeo  
-Original, original  
-Meeting my beloved  
-A long, long night  
-Can it be made short?  
-Eya Sulmiyeo

"
samcheok-0704,Work_artisan,Work,artisan,http://urisori.co.kr/sound/origin/gw/samcheok/samcheok-0704.mp3,"Today, feeling so bored, I'll try setting up the loom  
The loom's legs are four  
The heddle rod is three sticks  
The eyebrow rod is two brothers  
The pressure bar is a widower  
Our daughter weaves very well  
She weaves well holding it  
She weaves well letting it go  
Our daughter weaves very well"
yangyang-1612,Work_construction,Work,construction,http://urisori.co.kr/sound/origin/gw/yangyang/yangyang-1612.mp3,"@ Eheru Branch

Eheru Branch,
If you build on this land and three years pass,
When this land comes into being,
Baekdu Mountain forms the ridge,
Baekdu Mountain’s Nakmek flows down,
This land was created.
If you build this house and three years pass,
When a daughter is born, she becomes a filial daughter. - Practice

Eheru Branch - from 8303,
If you build this house and three years pass,
If a daughter is born, she becomes a filial daughter,
If a son is born, he becomes a filial son.
In ancient times, even King Chu Pae was born
On this land,
Even Han La a Hanpae Gong was born
On this land,
Looking at the history of this land,
In front is Mankosan Mountain,
Behind is Yeonbusan Mountain.
This house is the Blue Dragon and White Tiger,
Left Blue Dragon, Right White Tiger,
The Blue Dragon and White Tiger surround it,
Moonpil Peak is distinct,
Even future scholars will emerge,
Alseon Peak is distinct,
Even those who pass high exams will come.
Nojeok Peak is distinct,
Even a nobleman of one million seok will be made.
If the site’s energy speaks well,
The spirit of this land will revolve.
Eheru Branch,
With a male horse-shoe sweat,
Thumping strongly, pounding well.
If the site’s energy speaks well,
The spirit of this land will revolve.
Eheru Branch."
cheongdo-0511,Lament_eosayong,Lament,eosayong,http://urisori.co.kr/sound/origin/gb/cheongdo/cheongdo-0511.mp3,"Galloping, galloping fast  
Uh uh, galloping fast  
Hey, I came to chop wood  
But there are no trees here  
Hey, let's go, let's go, hurry up, let's go  
To our house, let's go quickly  
Ihohoho / Sopal"
changnyeong-0320,Work_construction,Work,construction,http://urisori.co.kr/sound/origin/gn/changnyeong/changnyeong-0320.mp3,"The thousands and ten thousands play in the air, the twelve-character horse posts lie underground.  
Pull the error string, pull the string.  
If you pull a lot, you get a lot of money. The house over there is strong. ( "" "" )  
Old man, it’s good, let’s play while young. Oh hey, pull a lot looking at someone. ( "" "" )  
When you grow old and sick, you can’t play. Oh hey, pull carefully while watching others. ( "" "" )  
You boys in your twenties ( "" "" )  
Don’t laugh at white hair ( "" "" )  
It was youth just yesterday ( "" "" )  
(Lyrics not recorded)"
seongju-0662,Work_artisan,Work,artisan,http://urisori.co.kr/sound/origin/gb/seongju/seongju-0662.mp3,"Mr. Mulri is freezing, the deaf person's head is shaking
The spinning rat hanged itself on the telephone wire
Day and night, nothing to say at all
After spitting out the phlegm, offering sesame soup
After giving the sesame soup, it feels both welcome and tender
The golden thread naturally tightens, our older brother's eight arms
Resting his neck on empty rice husks, day and night
Nothing to say at all, and as I look up
Carrying a burden like Mount Tai, lying day and night
Where could I go to speak?"
yeongil-0655,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/gb/yeongil/yeongil-0655.mp3,"- Hardening the sun, where is the peddler going on this fading day?  
- It is like Li Taibai, whose wife died; the peddler is calling out farewell. / Sop'al"
yeongdeok-0526,Lament_eosayong,Lament,eosayong,http://urisori.co.kr/sound/origin/gb/yeongdeok/yeongdeok-0526.mp3,"O crow, crow, black crow
Do not fly high, the thunder breaks in the clouds
If you fly low, the secular world empties

Crow, crow, black crow
Do not fly too high, the thunder breaks in the clouds
Do not fly too low, the secular world empties / cattle tail"
changnyeong-0203,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/gn/changnyeong/changnyeong-0203.mp3,"The splashy rain has flooded the sauna bench.  
Where did that old lady go, leaving her daughter’s servant behind?"
sangju-1121,Work_artisan,Work,artisan,http://urisori.co.kr/sound/origin/gb/sangju/sangju-1121.mp3,"Spinning wheel, spin well around  
The mischievous child next door is being scolded  
Do you only think about being scolded at night?  
The outer surface of metal and stone is my son's spirit too"
daegu-0430,Ritual_funeral,Ritual,funeral,http://urisori.co.kr/sound/origin/gb/daegu/daegu-0430.mp3,"@ Ohhoshiong

Ohhoshiong  
Let's cross over the Palbo ridge  
Let's gather strength and cross  
Loud and strong energy  
Climbing this ridge  
The scenery is beautiful, the rock is good  
It’s definitely Daemyeong Mountain  
Arriving at Mannyeon Shelter  
The scenery is beautiful, the rock is good  
Climbed it all at once  
Now let's rest"
naju-0409,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/jn/naju/naju-0409.mp3,"@Eheru Huaya

-Eheru Huaya  
-Hitting here, hitting there as well  
-Like fire, I am at the blaze  
-All of us farmers are doing well  
-On a clear blue day, there are many wishes  
-The moon is bright over the paulownia tree  
-I naturally think of my beloved  
-Eolssigu Jeolssigu, doing well indeed  
-Oh, hardy azalea,  
-Don’t be sad that your flowers fall  
-March will come again in the new year  
-The surplus plays, the surplus plays  
-Golden carp play in the Yeongsan River  
-Eheru Huaya  
-Look, see that noisy bird  
-It has flown thousands and tens of thousands of miles  
-In the middle of the paulownia tree, the geomungo  
-Makes sounds just by plucking the strings  
-The sun sets in the west  
-The moon rises in Wolchul-dongnyeong  
-Eheru Huaya  

"
geumreung-0313,Work_agricultural,Work,agricultural,http://urisori.co.kr/sound/origin/gb/geumreung/geumreung-0313.mp3,"At Jinju Deoksan Damsarang  
Badokdu, that Nam Soon-a  
A woman’s life, you are mine  
A man’s life, will you be mine?  
When will you look at me?  
My sister-in-law calls out  
Today we meet for the first time  
Tomorrow we will meet as old friends"
yeongcheon-0216,Lament_eosayong,Lament,eosayong,http://urisori.co.kr/sound/origin/gb/yeongcheon/yeongcheon-0216.mp3,"Gama-guya, gama-guya—  
Where shall I go, what shall I do—  
I have already passed sixty in this state—  
Gama-guya—  
The mountains are deep and Mount Tai is high—  
If I climb up, there will be fern shoots—  
Let’s go, let’s go, let’s go there  
If we go there, it will be late—  
Gama-guya—"
gunwi-0225,Lullaby_lullaby,Lullaby,lullaby,http://urisori.co.kr/sound/origin/gb/gunwi/gunwi-0225.mp3,"Lullaby, lullaby, worry lullaby, our baby sleeps well.  
The dog next door also sleeps well, and the dog in front also sleeps well.  
Our baby sleeps well. In the room where our baby sleeps,  
Even if the sun doesn’t rise, it becomes bright.  
Even if the moon doesn’t rise, it becomes bright.  
Lullaby, lullaby, worry lullaby,  
Doggy, don’t bark,  
Our baby will wake up.  
Rooster, don’t crow,  
Our baby will wake up.  
Lullaby, lullaby, worry lullaby."
gangjin-0318,Lullaby_lullaby,Lullaby,lullaby,http://urisori.co.kr/sound/origin/jn/gangjin/gangjin-0318.mp3,"Baby, baby, our baby  
Sleeps, sleeps so well  
Sleep falls on the head like snow  
Sleep climbs on the feet like snow  
Even Sseulssul sleeps well"
gapyeong-0307,Lullaby_lullaby,Lullaby,lullaby,http://urisori.co.kr/sound/origin/gg/gapyeong/gapyeong-0307.mp3,"Dunge Dunge, oh dunge, my love (laughter) - NG -

Dunge Dunge, oh dunge, dunge ya
Oh dunge, my love
Oh dunge, it’s good
Oh dunge, my love

Bula bula (laughter)"
muan-0143,Lullaby_lullaby,Lullaby,lullaby,http://urisori.co.kr/sound/origin/jn/muan/muan-0143.mp3,"Golden beads, jade beads, tooth rice cakes,  
Praying for blessings before God,  
Praying for longevity before the ancestral tablet,  
Praying for health before the father’s tablet,  
Praying for life before the mother’s tablet.  
You gave birth to golden beads.  
To God, a thousand beads,  
To the parents, small beads,  
Among siblings, loving beads,  
Among relatives, harmonious beads,  
To the neighbors and villagers, friendly beads.  
Will the Naju pastor live long?  
Will the Yeonggwang county magistrate be appointed?  
Good fortune, prosperity,  
Fortune, good fortune, prosperity."
buan-0112,Work_fishing,Work,fishing,http://urisori.co.kr/sound/origin/jb/buan/buan-0112.mp3,"<Long sound>

(– Garaebap: When performing the village Daedonggut ritual called 'Ddibae Gut/Ddibae Nori' in Daeri Village, Wido-myeon, Buan-gun, rice mixed with seaweed and other ingredients is thrown into the sea to pray for a bountiful catch. It is said to be food offered to the ownerless spirits (mujuhonryeong) who died at sea.) kept beside it

> Ut: Wit."
gn.goseong-0107,Lament_lament,Lament,lament,http://urisori.co.kr/sound/origin/gn/gn.goseong/gn.goseong-0107.mp3,"On the day the sun set and the moon rose, heading to Samshipgol to understand the situation,  
The letter received in the right hand and examined with the left hand was a letter of parent's death.  
Coming home, I asked for water, reciting Tang poems before leaving, and replying with Tang poems before leaving.  
After finishing everything and leaving, the river gate was closed.  
The eldest son of the nine-day ancestral rite, open the river gate.  
When the chaotic letter arrived, I could not come.  
The eldest son of the nine-day ancestral rite, please open the river gate.  
What are you doing looking here? Why did you come today? The river gate—  
The eldest son of the nine-day ancestral rite, please open the river gate.  
What can be done with the silk box? I wore a torn coat.  
Then I went to the in-law’s house, and it had become a field of mugwort.  

In the year of Myeonghwa, I lost the flower and brought the flower back.  
In the storm, I lost the boat and brought the boat back."
