item_id,label,translation
HPod_27,MILOSTNÉ,"1. What were you doing, firefighters, what were you doing that you let the brewery burn down?  
2. Not only the brewery, but also the little cottage where I deceived a poor girl.  
3. Poor girl, miserable creature, wait, you rascal, what God will impose on you.  
4. He will impose on you great suffering, stones will fall on you from the clouds.  
5. From clouds of stones and peacock feathers, every girl is a fool who trusts a boy.  
6. I believed him, he did not love me, I swore to him, and he deceived me.  
7. You can trust a boy as much as a scorpion, a snake, he has ten poisons under his tongue.  
8. He has honey on his tongue, poison under his tongue, be careful, girl, not to be deceived by him.  
9. If he deceives you, he will not marry you, he will ride away on his horse and run away from you.  
10. In a valley, in seclusion, in that little cottage, Pepíček used to go there, he used to go to Tonička.  
11. She sat in the little boat, calling: Pepíček, come and lay your little head on my lap!  
12. She laid her head on the lap, sighed deeply, bitterly cried for every single hair.  
13. She sat on the little bed, calling: Pepíček, come and see what a little girl I have!  
The song originates from Klomín [Chlumín] and is said to have been composed by Josef Šmucr."
HPod_28,MILOSTNÉ,"Which seems to me, my dear, beautiful, will you be as beautiful as you seem? Even more beautiful, my dearest, take me, take me, you will take care of me."
HPod_30,MILOSTNÉ,"1. I was waiting, I did not sleep until half past twelve, I did not expect that the newspapers would come to me. The hours strike nicely, one after another, I did not expect that they would take the boy away from me.  
2. You clock of Roletán, why did you stop striking, that you quickly separated me from my beloved? You will not strike anymore, you will not deceive us anymore, and you, my blue eyes, will cry.  
3. Stay with me, my Pepíček, stay with me until morning! And I do not want to, I will not stay, my mother forbids me, that I must not love you, that I should look for a wealthy one. I will not choose a rich one, I would rather go to the army.  
The song is very drawn out, rhythmically indefinite. The marked triplets were sometimes stretched by the singer into simple quarter notes, so a 5/4 measure was created here."
HPod_31,MILOSTNÉ,"1. Black wool on a white lamb, black wool on a white lamb, oh, where are you wandering, oh, where are you wandering, blue-eyed Janku?  
2. And I am going on a long journey, we will look for a rich bride.  
3. Luďa says they won’t give her to me, let them give her or not, they will add anyway, to my dear, truly.  
4. Let the crow make friends with the dove, I wander, I don’t wander, I would like to go, I don’t know where, I would like to go to the woodcutter.  
5. Luďa says work is bad, but I will find it, I will not go for poverty, I will overcome this hardship.  

The song has become familiar through the influence of school."
HPod_32,MILOSTNÉ,"1. Black eyes, go to sleep, you must, under the maple tree, under the maple tree, wake up in the morning.  
2. Early in the morning, early dawn, before the sun rises.  
3. The sun is already rising, my beloved is walking.  
4. She is walking through the market square, bringing us news.  
5. Such news that they are recruiting for the army.  
6. When they recruit, they will take, I will go too.  
7. I will jump on my horse, wave a white scarf.  
8. Goodbye, my beloved, tomorrow will be different again."
HPod_33,MILOSTNÉ,"1. A red rosebud blooms with a white flower, ah, how my blue eyes will cry.  
2. My blue eyes, why do you cry? What you have grown used to, you must unlearn.  
3. And we have grown used to loving Toníček, but now we will have to unlearn with difficulty.  
4. And he used to come to our garden, so I would let him pick violets.  
5. I let him pick violets, and in a little while he gave me a kiss.  
6. Do not come to us, Toníček, to our house, until I knock down the window with roses.  
7. I will knock down the window with roses, I will tear it with thorns, for I love you, Toníček, I love you.  
8. Coachmen, coachmen, get on your coaches, look for my green wreath in Zlosejně.  
9. If we harnessed three hundred pairs of horses, no one would catch your wreath, no one.  
10. We have seen your wreath, we have seen it, how three white ribbons flowed on it.  
11. Those were not ribbons, that was my wreath, which my dear Toníček gave me."
HPod_34,MILOSTNÉ,"1. Little red rose, why don’t you bloom? Why don’t you come to us, Jeníček, why don’t you come to us? If I went to you, you would cry, wiping your eyes with a red scarf. Little red rose, why don’t you bloom?  
2. Why would I cry when nothing hurts me? We loved each other like two pigeons. Like two pigeons, like two doves, I gave you sincere kisses.  
3. Sincere kisses, your love is false, I won’t believe you when there is a wedding announcement. When there is an announcement at our rectory, then I will tell your brother the blacksmith.  
4. To your brother the blacksmith, to the mother of the bride, I will kiss her hands every morning. Hands every morning, feet every evening, and all this because you are mine after all."
HPod_37,MILOSTNÉ,"1. Whose fields are these, unplowed fields? Pepíček is grazing there, Pepíček is grazing four black horses there.  
2. Four black horses, the fifth is a foal, my sweetheart is carrying a lad to me.  
3. Where are you carrying that to me, isn’t it mine? Two other young men used to come after you.  
4. Others used to come, you used to come too, you used to be at our place until half past four."
HPod_41,MILOSTNÉ,"1. Far and wide is the milkwort field, my pleasure walks through it, my pleasure walks through it. 2. It walks, it walks, it cries and laments, you were the only one destined to me by God. 3. Destined by God, given by my parents, and only God Himself knows what is between us. 4. Between the two of us, the most steadfast love, it will last until the longest death."
HPod_42,MILOSTNÉ,"1. My beloved child, full of beauty, my heart longs for you, where are you? I suffer for you day and night, while your thoughts are elsewhere for now.  
2. I wish you always happiness and health, for I love you above all else. This love of mine shall last forever, no one but you can extinguish it.  
3. Why do you pride yourself on wealth? You will find many examples. There were many who had thousands, but when they lacked love, everything was gone.  
4. Oh, strong love, whoever tries you must endure much suffering. A short time of joy and then sorrow again—I have experienced more than enough of that.  
5. Love is a just and beautiful virtue; it turns many hardships into joy. Even if a person sat in gold, it counts for nothing if they do not have that love."
HPod_43,MILOSTNÉ,"1. A girl at the age of sixteen is already ruining the young world; her sweetheart calls for her to come to him a little.  
2. When the mother heard this, she called to her daughter: Oh dear daughter, what are you doing, calling for your beloved already?  
3. You are only sixteen years old, and you already intend to ruin the world? Oh dearest mother, do not oppose our love.  
4. For you were like me, you loved a young man; our father used to say when he used to visit you.  
5. In that green grove, you gave him a kiss. Shortly after, it came out: that kiss, that was me.  
Melody unknown."
HPod_44,MILOSTNÉ,"1. There is a path to the farm, well-trodden, nice, my Andulka walked there, she is a pretty girl, my Andulka walked there, she is a pretty girl.  
2. The King's horses, they would be vigorous, but their son does not know how to feed them.  
3. He gives them a handful of oats, half a pail of water, but who is to blame for the fact that he goes to the Vencl family?"
HPod_45,MILOSTNÉ,"1. It’s no use, parents, no use insisting that I won’t become a priest, you’ll see.  
2. If I had to go to a sick person at night, and I went, I would wander off to a pretty girl.  
3. If I had to celebrate Mass, the music would play nicely, I would go dancing.  
4. If I had to preach a sermon, there would be pretty girls there, I would go making love.  
The melody is not provided."
HPod_46,MILOSTNÉ,"1. The boys from Dolany, they are dandy, they wear peacock feathers.  
2. Peacock feathers, black hats, so that all the girls would want them.  
3. The boys from Dolany, they are dandies, no girl should trust them.  
4. One believed them only once, she will regret it a hundred thousand times.  
5. Boys from Dolany, stop showing off, rather save money for the military service.  
6. If you left off those fancy things, you would wear a white shirt.  
7. Every Sunday a white shirt, so everyone would see that he is going to his sweetheart.  
8. A white shirt and tobacco in the pocket, then every Dolany guy would be recognized."
HPod_48,MILOSTNÉ,"1. The little cornelian cherry grove has turned green, and in it my pleasure is walking. He walks in the tavern, holds beer in a glass, to toast his beloved, and sits down.  
2. And when he finished his beer, he poured another, to toast his beloved, toasted again. I will do spite for spite, let her drink once a night so that everyone knows I do not love her.  
3. If I, the dandy, had known this, I would not have drunk from that glass of beer. You have few rich ones here, you ignore us poor ones, think about it, dandy, that you yourself have nothing.  
4. I still have something to ask you, my Pepíček, before you come home from the army, surely I will get married. Why wouldn’t you get married, who would you wait for, choose a dandy like yourself."
HPod_49,MILOSTNÉ,"The roosters of Dřínov were crowing loudly enough to be heard all the way to Prague, to Prague and from Prague back home, right to my sweetheart’s house."
HPod_50,MILOSTNÉ,"1. If this year were like last year, I would let myself count the apples on the apple tree.  
2. Apples on the apple tree, dear little kisses, that he used to come to us under the window to pick little roses.  
3. Who is the girl in the red skirt who had two measures of wheat delivered to the mill?  
4. She begged the miller not to take the measure from her, to be so kind to her as to add some more."
HPod_51,MILOSTNÉ,"1. If only I knew where you would sleep, my dear Andulka, I would come to you when the moon rises and knock on the window.  
2. I knock on the window; if you are sleeping, my Andulka, get up and come open for me. If you do not open for me, then sleep well, I need not see you anymore.  
3. My Andulka got up and opened the door, there at her little room: If you want to stay here and sleep with me, lie down in the bed.  
4. The bed is made of oak, the quilt is dusty, my dear is like a flower, what a joy it is, while we are still young, we can go to her as a maiden."
HPod_52,MILOSTNÉ,"1. When the fair was on Friday, I bought a scarf there for a ducat, for a ducat, I ask for a little kiss from the shoemaker's daughter Tonička, she doesn't want to give it to me.  
2. I went after her, brought her gifts, went into the room, it cost me oxen, rye from the barn, she keeps resisting.  
3. If you don’t want me, let it be, don’t trouble my little heart, if your people don’t want to give you, I don’t want you now, I’ll find myself a better one who knows how to love."
HPod_53,MILOSTNÉ,"When I remember my Anička, that she is already lying in a dark grave, tears pour over me, they drip from my eyes, when I remember our love."
HPod_54,MILOSTNÉ,"1. When you come to us, my dear, make a bow, knock with a button, tip your hat, trata dytydum trata dytydum, tip your hat!  
2. When you visit the maiden, greet the parents, then sit quietly, don’t talk much.  
3. How cruel is love, when two want one, both make promises, both run away."
HPod_55,MILOSTNÉ,"When that Baldov castle was being demolished, my dear was wandering back then. When you wandered, keep wandering, I don't want you, false boy."
HPod_56,MILOSTNÉ,"1. When I was little, my mother cared for me, when I was little, my mother cared for me, my mother cared for me.  
2. When I was two years old, my mother’s care was great.  
3. When I was about six years old, the first step to school came.  
4. When I was eight years old, my mother began to fall ill.  
5. When I was ten years old, my mother left this world.  
6. They gave me another mother, they sent me out into the world.  
7. When I was fifteen years old, I began to know the world.  
8. When I was seventeen, I began to love.  
9. When I was twenty years old, one young man deceived me."
HPod_57,MILOSTNÉ,"When I was walking through the cornelian cherry gardens, two maidens accompanied me. They accompanied me and cried for me all the way through the gardens."
HPod_58,MILOSTNÉ,"1. When I wasn't home, I had a misfortune; I had a girl promised to me, but the water took her away.  
2. Oh water, little water, return my beloved to me; if you do not return her, I'll find another.  
3. My Heavenly Father, have mercy on my heart; let whoever wants go to the deceiver in the evening.  
4. If you don't want me, so be it, do not torment my little heart; you have already troubled it enough, you could stop now."
HPod_59,MILOSTNÉ,"1. When I was leaving, the music was playing, my dearest, my dearest was crying for me, crying for me.  
2. Don't look after me, come rather with me, I will buy you a skirt, a green skirt.  
3. A green skirt, not too long, so that everyone knows you are my beloved."
HPod_60,MILOSTNÉ,"1. When I went from the feast today week ago, I met a maiden, I did not know her. She was pretty, nice, white, she gave me apples from her lap.  
2. I was a foolish boy, I took the apples, they were good. After I ate them, I turned completely pale, return to me, my dear, my beauty at once.  
3. I would return your beauty to you if with it the little dove had not flown away. It flew away to the grove, may God protect you, my boy.  
4. I told you these words, that you do not want one, that you want both. You cannot want more than one, accept me, maiden, or him."
HPod_65,MILOSTNÉ,"1. When I went from my dear one over that hill, I tripped, I fell over the juniper. That juniper smells lovely, that’s why another one goes after my maiden.  
2. If he goes, let him go, I will leave, Andulka will never see me again. And I will cross the border, you my false deceiver.  
3. Just don’t leave, my dear, and that’s how people slandered me. They said I am poor, that your mother will not give you to me.  
4. My precious Nanynka, now you ask, when I leave, but you will marry. That sabre of mine, my wife, she will strike me down if necessary."
HPod_67,MILOSTNÉ,"1. When I left you, the time was beautiful, the moon was just rising, when I was seeing Milka off, today, today, today for the last time.  
2. When you go away, I will follow you, we will go together into the world, to where happiness awaits us, away, away, we will not come back.  
3. Dear Andulka, it is not possible, when you will get up in the morning, I will already be marching away, away, we will not meet again."
HPod_70,MILOSTNÉ,"1. When I went to my lover yesterday, the stars were shining, the moon was lovely. My lover, she was not sleeping, waiting for me in the grove.  
2. When we met in the green grove, we talked about our love, the cuckoo called from the beech, calling the cuckoo of love.  
3. Why are you, cuckoo, calling above us, are you mocking our love? I kiss my lover once a week, and you call every day.  
4. When we wanted to say goodbye to my lover, my lover began to cry. Don't go home in the evening, my dear, wait until dawn.  
5. I will escort you through the green grove, no one will see us, only the pale moon, it does not know how to talk, and I will not tell that I came to see my dear."
HPod_71,MILOSTNÉ,"1. When I was leaving the church, the church of God, I met the mother of my beloved.  
2. Welcome, bride, from the church of God, I heard that you are thinking of my son.  
3. I am not thinking of him, I do not even remember, because I know well that I will not be his.  
4. He always used to say to me that he would marry me when the spring rye on the hill was harvested.  
5. The spring rye has been harvested, he has still not taken me, may God Himself give him no luck.  
6. He was given no luck on his estate for wanting to deceive a poor girl.  
7. The poor girl begged for God’s sake: My Pepíček, marry me so I won’t have to serve.  
8. I will not marry you, my parents forbid me, because your family is proud.  
9. Proud and lofty, high they carry themselves; my mother does not want to allow it."
HPod_72,MILOSTNÉ,"1. When you wanted to stay a virgin, (wanted to stay a virgin) you shouldn’t have been herding geese, you shouldn’t have been chasing them into the little grove (chasing them into the little grove) among the boys. Tramtara.  
2. I didn’t chase them there, they flew to me there, as if those little geese somehow knew."
HPod_75,MILOSTNÉ,"1. When we came under the grove, I wanted two sweet kisses from her, give me, girl, give me.  
2. You mustn't deny that you didn't give me a sweet little kiss among the roses.  
3. I don't deny it, if you know about that, only if you, boy, give me some semolina.  
4. I'll give you semolina, don't worry, if that boy is like me.  
5. If it's a boy, he'll be a shoemaker, he'll sew shoes for girls to dance in.  
6. If it's a girl, she'll be a seamstress, she'll sew dresses for girls for the dance."
HPod_77,MILOSTNÉ,"1. I'll still take a look at those dogwood gardens; if my dear is there, I'll call her.  
2. I don't see her there anywhere, nor do I hear her; when I meet her tomorrow, I will delight my heart.  
3. Oh, what a nice thing it is that I am a handsome huntsman; I shot that doe that gave me a kiss.  
4. If I got another one, believe me, people, I would be happy; I would go to the Golden Deer and have a fine time.  
5. Come, my Nanynka, to delight my little heart; if you give me a nice little kiss, we will go dance at the Jelínek."
HPod_78,MILOSTNÉ,"1. Just a little moment until the day ends, come on, Naninka, escort me there to that pond on the dam, come on, Naninka, escort me, it’s already time, come on, Naninka, escort me, it’s already time.  
2. I would like from the bottom of my heart, if my lady – what my little heart loves, our lady forbids it.  
3. Master and lady, I beg you every morning, for your faithful little daughter, I carry her in my heart day and night.  
4. If you do not give her to me, then you’ll see, I will go and join the army, there I will get the red epaulette.  
5. That red epaulette is my pleasure, a saber on the side, a pistol in hand, now I have what I wanted, my dear lady."
HPod_82,MILOSTNÉ,"1. Fan, fan, what were you doing that you lost such a young wreath?  
2. Cattle herders, cattle herders, you were grazing horses, didn’t you find my green wreath?  
3. We didn’t find it, we didn’t find it, but we saw two red roses floating on the water.  
4. Fishermen, fishermen, get on the ships, search for my green wreath on the water.  
5. We would search if they paid us, three gold fifty, we will go on strike.  
6. Miners, miners, go underground, search for my green wreath underground.  
7. We would mine if they paid us three gold fifty, we will go on strike."
HPod_84,MILOSTNÉ,"1. The wind is blowing from the mountains, be careful, girl. [chorus] Where would you go if it blew on you, where would you look if it blew on you? 2. It blows on you once, your cheeks will turn pale. 3. It blows on you twice, you will cry, girl."
HPod_85,MILOSTNÉ,"1. The little groves are nicely greening, the willows embrace my maiden. As he embraces her, let him have her, just don’t try to woo her in front of me.  
2. If they tried to woo her in front of me, they would make my heart heavy. If I don’t get you, Nanynka, I will tilt my hat to the side.  
3. Spin around, little sun, above those forests, nothing at that Vepřek pleases me anymore. It used to please me, but it won’t anymore, I will find pleasure somewhere else."
HPod_86,MILOSTNÉ,"1. Grove, grove, little grove, little green grove, wake me up, my dear Mařenka, wake me from sleep. When I fall asleep sweetly in the morning, my Mařenka comes to me, she wakes me from my dream into my suffering.  
2. When I come to the pub, I have a march played, if I didn’t lead you, Mařenka, you would remain standing somewhere in the corner by the bench, waiting for a young man, like every maiden who has no boyfriend.  
3. When I come to the pub, I have a march played, they are playing it again for me, my dear Mařenka, they are playing it for me for the last time, that I am to be conscripted, separated from you, my dear Mařenka, separated forever.  
4. How much I have walked to you and stepped in mud, and only received those sweet little kisses from you, how much more we had together, we talked about it, in our little garden, when we loved each other."
HPod_87,MILOSTNÉ,"1. Deep little grove, I cannot embrace you, I cannot forget your black eyes. I have already forgotten the rose, the little rose, but not you yet, my dear Pepíček.  
2. Deep little grove, I cannot embrace you, I cannot forget you, my dear. I have already forgotten whom I wanted, but I cannot forget you, unless I had to."
HPod_88,MILOSTNÉ,"1. Mountain, mountain, you are tall, my maiden, you are distant, you are distant beyond the mountains, love between us is withering.  
2. It withers, it withers until it fades away, there is no one in the world for me, no more joy for me to be found."
HPod_89,MILOSTNÉ,"1. The linden tree was burning, burning, beneath it my dear was sitting, sparks were falling on her, the young men cried for her.  
2. Why are you crying for me? I'm not alone in the world, I'm not the only one, the village is full of girls.  
3. The one who cried the most was the one who kissed me on the cheek, who kissed me on the forehead, how well it suited us."
HPod_94,MILOSTNÉ,"1. Hostíň, it is on the plain, come, my dear, see me off, come, my dear, see me off across the green grove. I will not go, I am alone, the lady would find out, the lady would find out, go, my dear, alone.  
2. When I went to Dřínov, she called to me again: My Pepíček, even if my mother scolds me, I will still be yours, wait a little moment.  
3. And I don’t want to, I can’t stop, my dear, I’m very afraid that you won’t be mine. When you harvest the green rye, then you will take me, boy, I will be your wife."
HPod_95,MILOSTNÉ,"The Hradčany clock sadly strikes, bidding farewell to me and my little doll, my dear little plump one."
HPod_97,MILOSTNÉ,"I walked for many years, wandered the whole world, and nothing pleased my heart. When I returned back, the sorrow immediately passed, and the bright sun shined for me again."
HPod_98,MILOSTNÉ,"1. I would have been glad to be cheerful, but since it cannot be, I found my beloved here with another, I had to stay awake all night.  
2. How could I sleep this night when love tormented me, I promised you sincerity, and you deceived me.  
3. When I go over the mountains, forests, I will sigh heavily, oh sincere love, where are you, you will pay for your deceit.  
4. Where are our walks, when we used to stroll, where are those our foolish games, when we used to play?"
HPod_99,MILOSTNÉ,"1. I have my girl in Roudnice, hunters go to see her there, they go to see her there, they go to see her there, hunters. 2. I will not leave my girl there, I will go to her there tomorrow. 3. I will go to her there on Sunday, so that everyone knows about it."
HPod_100,MILOSTNÉ,"I have a girl in Prague in one house, she loves me. I love her too, I do not deny it, she has blue eyes. Oh, you blue little eyes, ah, you little rose-like cheeks! I have a girl in Prague in one house, she loves me."
HPod_101,MILOSTNÉ,"I don’t want anyone, just my Honza, I don’t want anyone, just Honza. Honza will drive me in a covered carriage, Honza will drive me in a covered carriage, in a covered carriage, with four horses, my golden, golden Honza."
HPod_102,MILOSTNÉ,"1. I am a free son, no one knows anything about me, only my Andulinka, only my Andulinka, she won’t tell on me.  
2. If she wanted to tell, she couldn’t, because she loved me and always used to say to me: Come to us for the evening for the roses!  
3. When we were among the roses, we both had fun, we did what we wanted, we forgot about God, what we shouldn’t have done.  
4. The eleventh hour, what will your mother say to you when you are rocking your daughter or son?"
HPod_107,MILOSTNÉ,"1. I don't want you anymore, I don't like you anymore, I made out with your friend.  
2. He was the guy I was standing with yesterday, and he begged me to love him.  
3. And I told him that he is way too young, to go home and take care of his health.  
4. You forgot, boy, you forgot my love, you forgot, boy, the troubled girl.  
5. Remember, boy, remember the time when we walked home together from the music.  
6. I was crying, you were just laughing at me, when you took the green wreath from my head.  
7. That's why I don't want you, that's why I don't like you, I made out with your friend."
HPod_108,MILOSTNÉ,"1. As I said, I will stop making love, because nothing comes of it, only gossip. If I were to stop by the maiden and say a word or two, they would immediately make it seem like I am going to see her.  
2. I don't go and I won't, my friend goes, I don't go and I won't, my friend goes; if we both went there, we wouldn't be friends, we would look at each other badly."
HPod_110,MILOSTNÉ,"1. How cruel love is when two love the same one. Friends, brothers, it’s even worse when three love the same one.  
2. One stands at the door, the second wants dinner, the third on the bed says to his Andulka: Get up and go open for him!  
3. Why should I open for him when I’m not his lover? I can sleep, make my bed, I’m a maiden like any other."
HPod_112,MILOSTNÉ,"1. Just spin happily, little scarf, my dear is angry, I don’t know why. He’s angry, angry, oh he’s angry, but he can’t watch me more than once, trala, but he can’t watch me more than once.  
2. Andulka, Andulka, my Andulka, tie my little scarf in two knots, tie it, tie it, golden child, so I can’t untie it.  
3. I would gladly tie it for you, if my mother-in-law didn’t forbid me, but my mother-in-law forbids me strongly, saying you have no thousands, no fields.  
4. I danced everywhere, not at the Vinč’s, I courted the cooks, not my dear. [...]  
5. And I didn’t dance with my dear, she looks as if she were painted. Red cheeks, white body, as if she had flown out of a chimney."
HPod_115,MILOSTNÉ,"Our little clover, you have a nice scent, everything in our field is blooming, you are turning green."
HPod_116,MILOSTNÉ,"1. Clover in the forest, God, remember what love is like when no one wants me.  
2. If you don't want me, then leave it, don't torment my little heart, you've already tormented it enough, you could stop now.  
3. If you stop once, your little face will turn pale, you will dress in sadness because you don't walk with me."
HPod_118,MILOSTNÉ,"1. The road to Mělník is long, lined with trees, because my dear one walks at night to other girls.  
2. If he goes, let him go, I don’t care about him anymore, such a young man doesn’t walk the path to us."
HPod_122,MILOSTNÉ,"1. The entire path to Mlčechvosts is sprinkled, I sprinkled it with tears when I said goodbye to you, I wet it with tears as I walked here.  
2. Have a good time here, all you girls; when you go dancing, remember me, that I used to be with you, enjoying good times.  
3. Have a good time here, boys from Mlčechvost; when you meet again, remember me, that I used to be with you, enjoying good times."
HPod_123,MILOSTNÉ,"A beaten path to Zlosejn, oh dear, beaten, Andulka walked here, crying, oh dear, crying. Pepíček came along, pining, caught up with Andulka, bawling, oh dear, bawling."
HPod_125,MILOSTNÉ,"1. The little moon shines beautifully over Zlosejn, I must visit my dear. Shine for me, little moon, shine on the path, until I come to my Andulka, but she says she does not want me.  
2. I come and knock on the window: Open up, open up, my Nanynka. Open up, my dear, for I am cold, so I can warm up a little by you, for you are my feather bed.  
3. My dear neither sleeps nor dozes, but she says she must not open for me. If you don’t open, goodnight and goodbye, I will find another girl, remember that my words will not fail.  
4. Through the forest flies a little bird, his name is a beautiful nightingale. He carries a letter, in it greetings, placing it for my dear on the little table where she was making her wreath.  
5. My dear awakened from a dream, folded her white little hands, read and lamented and sighed sadly: I wish I had rather not known you, I gave my love to you.  
6. The little swallow flies abroad, my dear is looking for another girl. When you find him, always be joyful with him, I wish you much happiness for that, find yourself a girl for your pleasure."
