item_id,label,label_nl,song_url,translation
young_anti_dbnl_13,anti-marriage,anti-huwelijkslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=188547&lan=en,"Sweet little darling, what nonsense. Have you really thought this through? A lonely life is not bad, a lonely life is not bad; but a well-married state surpasses the nuns. Have you really thought this through? have you really thought this through?"
young_anti_dbnl_14,anti-marriage,anti-huwelijkslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=188550&lan=en,"The human heart long spoiled, Since hatred was its dwelling place. For love, by them as if dead, Thus it descends with hatred into the grave. When people themselves drive me away. Whether I treat them unfairly, And whether they complain about it, Their favor shows itself to me again."
young_anti_dbnl_15,anti-marriage,anti-huwelijkslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=191882&lan=en,"1.  
Cupid, stay off my body!  
I am not driven away before my time.  
I am too pious and chaste;  
I have no desire  
To love,  
I am too pious and chaste,  
Knock freely on another door.

2.  
Where the god of love commands,  
One sees Minerva flee,  
And where one loves passionately,  
One sees things  
Escaping us,  
And where one loves passionately,  
One sees that time vanishes.

3.  
What is the maidenly sex?  
Something at which wisdom laughs.  
No. I do not like those apples,  
They bring death,  
They spoil,  
No. I do not like those apples,  
Full of bitterness and sorrow.

4.  
What is, spoken straight out,  
Love other than vanity?  
And if your love is disturbed,  
By a worthless one,  
By an evil one,  
And if your love is disturbed,  
Then just think once about how it ends.

5.  
You get horns on your head,  
And your pretty money runs out,  
I give love the sack,  
I rather let my desires  
Rest.  
I give love the sack,  
Love is too heavy a burden.

6.  
Away then love! Wisdom lets  
You be embraced. The god of love goes!  
I kiss Themis’s mouth  
I find there things  
That amuse  
I kiss Themis’s mouth,  
That is pleasant and healthy."
young_anti_dbnl_16,anti-marriage,anti-huwelijkslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=191886&lan=en,"Away, away! Cupid with your glances!  
I do not value your power or arrows,  
You will never loosen my heart,  
Nor pull it under your command.  

Go away, rascal! You will not win!  
All that you attempt is but wind;  
Go, go; I do not love to love,  
I am simply not inclined to it.  

Should I submit myself under the yoke,  
And offer freedom as prey,  
Oh no, you will get me from your life  
But not into that gilded cage."
young_anti_dbnl_17,anti-marriage,anti-huwelijkslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=191917&lan=en,"1.  
Young men, if you intend to court,  
Do not let the girls deceive you,  
For they cause your heart and blood to wane,  
And your money, and your money,  
All to completely disappear.  

2.  
There is nothing to gain from the girls,  
If you go courting, you must pay for her,  
And while she soothes her throat,  
Thus you must, thus you must,  
Honor her with bare head.  

3.  
If you then marry one or the other,  
Well, then your misfortune is made:  
For by day she will come to bother you,  
And by night, and by night,  
Drive away your sweet rest.  

4.  
If you cannot heal her pains,  
Well then you may fear the strumpet,  
For she will adorn you with the laurel,  
And with the crown, and with the crown,  
Of Actaeon."
young_anti_dbnl_18,anti-marriage,anti-huwelijkslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=191924&lan=en,"1.  
Away, away with Bacchus and Silenus  
I prefer the pleasant Venus  
And this Goon  
With their boon.  
Who would not, with soul and mind,  
Love them wholeheartedly,  
While that sweetness nourishes joy.  

2.  
And what good is drinking to us,  
When everyone hates each other,  
It affects our body,  
But stiff and rigid.  
Where the lovely glances  
Gifted by a friendly eye,  
Soon free our heart from pain.  

3.  
Away then, drinkers, away sinners!  
Here is greater joy to be found  
The drink  
Only leads you onto the path  
Of many unrestrained morals  
Where all the pleasures  
Of love satisfy the mind.  

4.  
Who would want to lose that joy,  
And choose Bacchus over Venus?  
Who holds the bottle  
As a mistress,  
While the dear attractions  
Are always adorned by Klorinde.  
Where wine brings care and pain."
young_anti_dbnl_19,anti-marriage,anti-huwelijkslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=191927&lan=en,"1.  
I give the wine a kick,  
What use do you have for licking?  
One drinks its whole crop,  
And guts almost burst.  
No love can our heart  
With more pleasure, caress,  
If it gives us some pain,  
It can heal us again,  
Its yoke can never tire,  
If it is well borne.

2.  
Ah! Look at pain and sorrow,  
O lover, do not complain,  
Your reward will be greater,  
If heartache is endured.  
The pains themselves are sweet,  
They make our heart blossom,  
And through that glow,  
Make us even drunk with love,  
When the eye comes flashing at us,  
Whose shine makes us blush."
young_anti_dbnl_20,anti-marriage,anti-huwelijkslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=191935&lan=en,"1.  
Alas! How sweet it is to live in the cabbage,  
Sang the free nightingale in the field,  
When it hears a canary giving a sound,  
That echoes through wood and field with its  
language.

2.  
He does not have to gather his food with sorrow,  
He has good grain, a sweet renewal:  
He can sleep peacefully through the whole night,  
She follows, delighted, him wherever  
he skips.

3.  
Amintas, seeing a beautiful shepherdess;  
Thought to be at the height of all joy,  
If so dear, a maiden granted him  
her love,  
With whom he spent his best youth faithfully.

4.  
But in the cage and marriage there are many  
torments,  
That no one knows but those who are first  
in it,  
You who want to carry pure love for each other,  
Remain unmarried and always follow the sweet pleasure  
of love."
young_anti_dbnl_21,anti-marriage,anti-huwelijkslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=191954&lan=en,"1.  
Friends, if you ask about the cause  
Of living alone for so long,  
And not giving my heart and hand  
To a good girl.  
I am not yet tired of life,  
And you ask why?  
I will tell you the reason  
What heavy obstacles  
Keep me back. Listen closely.  

2.  
First of all, I carefully ensured,  
That around her perfect body,  
There was some kind of layer,  
To devote his disinterest,  
To that sweet and inviting look,  
That from her face,  
Played so unpleasantly with me;  
That she might share it with another.  
Especially no Venus for me!  

3.  
I marry once an ugly wife,  
With purple horse-colored cheeks,  
And is not worth a penny,  
Can neither make love nor fire,  
Fie! There is no time to waste on such a wife,  
Because my desire for fiery kisses  
Would extinguish her face.  
Especially no ugly wife for me!  

4.  
I marry a clever spirit,  
Very polite and well-speaking,  
And who mostly breaks her head daily  
In books.  
So she wants by her reason  
To have the upper hand.  
She wants, by her charming speech,  
To do this and forbid that,  
To be master of the marriage bond.  

5.  
I marry again a bad dove  
Who can only talk nonsense  
About her cap and her tuft  
And children’s goods.  
It is only sadness without end,  
All her chatter.  
I would not value her at all,  
Thinking she is half crazy.  
If only I had her for a week.  

6.  
I marry once a wealthy wife,  
That I can live off her goods,  
And only our youthful bodies  
To each other's pleasure devote.  
Yet the matter is not good,  
See what you do.  
She will impress on your breast  
That you live prosperously  
On her income. Away with wives’ fortunes!  

7.  
I marry again a sweet  
Daughter of a poor burgher,  
So I must in adversity  
Be a miserable caretaker.  
Because we both, equally poor  
Of wealth,  
Would have to live poorly.  
What joy can marriage then give,  
When one keeps a sober meal?  

8.  
And if fortune should fall  
That Heaven would grant me  
A peaceful and sweet soul  
To live joyfully with.  
Yet the matter is still not well,  
But greatly troubled.  
You must care for your children,  
Day and evening, night and morning,  
Until you get a wrinkled skin.  

9.  
And if the marriage gives no children,  
Then there is no pleasure,  
For one desires fruits  
Of one's sowing and ploughing,  
And then your fate is  
That you are mocked.  
Neither virtue is yours then,  
You must suffer clacking tongues.  
Would I marry? I would be mad."
young_anti_dbnl_22,anti-marriage,anti-huwelijkslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=191247&lan=en,"I want to praise bachelorhood,
For it surpasses everything,
To it I want to give honor,
Above the married state:
But when you are married,
To such an evil wicked wife,
Bachelorhood you then lose:
Farewell then, bachelorhood,
Farewell then, bachelorhood.

If I want to tell a tale,
To a fair daughter here or there,
The fire of love begins to shine,
Already on the heart of a lover,
If this daughter doesn’t please me,
Then I go on my way again,
I wish her pleasure without sorrow;
Long live then, bachelorhood;
Long live then, bachelorhood.

When I go to drink a pint,
No woman in the house waits for me,
Then I sit without worries,
Sometimes the whole half night,
Hey, when I come home again,
I will not have to listen to;
The sad little wife’s reproach,
Long live then, bachelorhood:
Long live then, bachelorhood.

There’s no woman who can force me,
When I go to play cards,
Even if I play with dice,
I am not skilled at it,
And if I lose some money,
Hey, then I am content with that,
The sad little wife sits and cries,
Long live then, bachelorhood:
Long live then, bachelorhood.

When I have drunk a pint,
My belly full and round,
I go straight to my bed,
And fall asleep immediately:
In the middle of my rest,
No one will disturb me there:
The sad children cry:
Long live then, bachelorhood:
Long live then, bachelorhood.

Young men, remember this well,
All the sweet bachelorhood,
But if you ever come to marry,
Bachelorhood you then lose,
For when you are bound,
By the vow of marriage,
Bachelorhood you then lose,
Farewell then, bachelorhood,
Farewell then, bachelorhood."
young_anti_dbnl_24,anti-marriage,anti-huwelijkslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=124174&lan=en,"Climeen, Where to  
But do your thoughts wander?  
I would love you:  
But never that I;  
Would mean to marry you:  
No, by my oath,  
I would not like that,  
I have a fear of it.  
I want  
In Love,  
And her gentle bonds,  
To offer you with willing hands  
Of my heart;  
But not in marriage:  
Because that becomes  
By time detestable,  
And brings great pain.  
Would you,  
With me,  
Live as before,  
And give your heart?  
Then I am at peace:  
But if that is not your will:  
Say freely no;  
I stick with Amarillis,  
Then go away, Climeen.  
Damon,  
What could  
Drive you so far?  
Saying that against whores,  
Do you think I would  
Always love you,  
As your lawful wife?  
Feel free to get that out of your mind,  
Or give me your vow.  
What can,  
A man,  
Give you more joys,  
Than that he spends his whole life  
Paired,  
With a nice girl:  
Sweet by nature;  
That one travels from journey to journey,  
Young Damon indeed."
young_anti_dbnl_25,anti-marriage,anti-huwelijkslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=125664&lan=en,"Jan Sul the Friday,  
Jan Sul the Friday,  
After a sweet dear girl:  
Nuts, grapes, figs  
Liere-lette: liere-la,  
He runs after that sweet Susje,  
To get her as his wife.  

She has a mouth,  
She has a mouth,  
Like the Wester market all around,  
Cherries and Morello cherries,  
Liere-lette: liere-la,  
He runs after that sweet Susje,  
To tell her something.  

Eyes sweet,  
Eyes sweet:  
Like a big Quaker hat,  
Mangles and raisins,  
Liere-lette: liere-la,  
He runs after that sweet Susje,  
He is pining away.  

Her nose,  
Her nose  
Like the saber of a giant,  
Greens and carrot sticks,  
Liere-lette, liere-la,  
He runs after that sweet Susje,  
To bring her home.  

Her little neck white,  
Her little neck white,  
Like the blowpipe of a smith,  
Cinnamon apples, pears,  
Liere-lette, liere-la,  
He runs after that sweet Susje,  
With his fine clothes.  

Small breasts,  
Small breasts  
Round and flat and also square,  
Waterbread with clouts,  
Liere-lette, liere-la,  
He runs after that sweet Susje,  
To bring her fine coins.  

Little hands quick,  
Little hands quick,  
Each a big flyswat,  
Salsify and radishes:  
Liere-lette, liere-la,  
He runs after that sweet Susje,  
Wants to prove his loyalty.  

The little body stands,  
The little body stands,  
Crooked like Calf street,  
Buns with syrup:  
Liere-lette, liere-la,  
He runs after that sweet Susje,  
Thinks she must be for sale.  

Something strange,  
Something strange:  
Can be found without candle,  
Beef tripe with lard:  
Liere-lette, liere-la,  
He runs after that sweet Susje,  
Foolishly hesitating.  

Little haunches shake,  
Little haunches shake,  
Each like a child's bottom,  
Pomposity well-behaved with eggs:  
Liere-lette, liere-la,  
He runs after that sweet Susje,  
To impress her a bit.  

Little feet flat,  
Little feet flat,  
Like the shield of Goliath,  
Little wine with orders:  
Liere-lette, liere-la,  
He runs after that sweet Susje,  
To annoy her a bit.  

Bloody she treads,  
Bloody she treads,  
Like a goat eating beans,  
Crumbs of butter bread:  
Liere-lette, liere-la,  
He runs after that sweet Susje,  
On his skinny legs.  

Hey, she speaks,  
Hey, she speaks,  
Like a crazy devil preaches:  
Horseradish with sugar,  
Liere-lette, liere-la,  
He runs after that sweet Susje,  
Like a foolish drunkard.  

But she hears,  
But she hears,  
Not a word from Jan Sul,  
Bacon with Pentecost nails:  
Liere-lette, liere-la,  
He runs after that sweet Susje,  
And is gibbering.  

Nods and bows,  
Nods and bows,  
Grunts and laughs,  
Snorts and rejoices,  
Pig carbonades:  
Liere-lette, liere-la,  
He runs after that sweet Susje,  
Yet it is too late.  

All suitors,  
All suitors,  
Be careful, but not too foolish,  
Herring on a grill:  
Liere-lette, liere-la,  
Yet no crippled suitor runs after her,  
Send her to a monastery."
young_anti_dbnl_26,anti-marriage,anti-huwelijkslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=125678&lan=en,"My Roosje, my Croosje, is sweet and dear,  
My Little Mouth, my Little Fool, whom I must praise,  
My Darling, my Thief, my Croosje, my Child,  
Her Beauty,  
On display,  
For me, who holds her mind  
Like sulfur sticks,  
Which the vermilion dulls,  
Very good for a Monsieur,  
Who is called Reprateur,  
Or for Crispijn’s Guests:  
No one more beautiful I have seen surprised on Earth.  
To walk to the girl,  
Every cheek is stiff from the wetness,  
That from Ceres’ vat,  
Is dropped into the little glass,  
That from Ceres’ vat,  
Splashes into the glass and throat."
young_anti_dbnl_27,anti-marriage,anti-huwelijkslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=125679&lan=en,"My Roosje, my Croosje, is dear and sweet,  
My Little Mouth, my Little Fool, whom I must praise,  
My Darling, my Thief, my Croosje, my Child,  
Her Beauty,  
On display,  
For me, who holds her mind  
Like sulfur sticks,  
Which deadens the fermilion,  
Very good for a Monsieur,  
Who is called Reprateur,  
Or for Crispijn’s guests:  
No one more beautiful on Earth to surprise.  
When walking to the girl,  
Each cheek stands stiff from the wet,  
That from Ceres’s vat,  
Is dripped into the glass,  
That from Ceres’s vat,  
Splashes into the glass and throat hole."
young_anti_dbnl_28,anti-marriage,anti-huwelijkslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=125681&lan=en,"My Roosje, my Croosje, is sweet and dear,  
My Little Mouth, my Little Fool, whom I must praise,  
My Darling, my Thief, my Croosje, my Child,  
Her Beauty,  
Displayed,  
For me, who loves her  
Like sulfur sticks,  
Which the vermilion dulls,  
Very good for a Monsieur,  
Who is called Reprateur,  
Or for Crispijn's Guests:  
No more beautiful I on Earth surprised.  
To walk to the girl,  
Every cheek is stiff from the wet,  
That from Ceres' vat,  
Is dripped into the glass,  
That from Ceres' vat,  
Splashes into the glass and throat."
young_anti_dbnl_29,anti-marriage,anti-huwelijkslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=125682&lan=en,"My Roosje, my Croosje, is sweet and dear,  
My Little Mouth, my Little Crazy One, whom I must praise,  
My Darling, my Thief, my Croosje, my Child,  
Her Beauty,  
On display,  
For me, who adores her  
Like sulfur sticks,  
Which dull the fire,  
Very good for a Monsieur,  
Who is called Repairer,  
Or for Crispijn's Guests:  
None on Earth more beautifully surprise me.  
To walk to the Girl,  
Each cheek stands stiff with the Wet,  
That from Ceres' vat,  
Is dropped into the glass,  
That from Ceres' vat,  
Splashes into the glass and throat."
young_anti_dbnl_30,anti-marriage,anti-huwelijkslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=125684&lan=en,"My Roosje, my Croosje, is sweet and dear,  
My Little Mouth, my Little Fool, whom I must praise,  
My Darling, my Thief, my Croosje, my Child,  
Her Beauty,  
Displayed,  
For me, who cherishes her  
Like sulphur sticks,  
Which deaden the Diamond,  
Very good for a Monsieur,  
Who is called Reprateur,  
Or for Crispijn’s Guests:  
No one more beautiful on Earth to surprise.  
To walk to the girl,  
Every cheek stands stiff with the wet,  
That from Ceres' vat,  
Is dropped into the glass,  
That from Ceres' vat,  
Splashes into the glass and throat."
young_anti_dbnl_31,anti-marriage,anti-huwelijkslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=125686&lan=en,"My Roosje, my Croosje, is sweet and dear,  
My Little Mouth, my Little Fool, whom I must praise,  
My Darling, my Thief, my Croosje, my Child,  
Her Beauty,  
Put on display,  
For me, who treasures her  
Like sulfur sticks,  
Which dull the fermilion,  
Very good for a Monsieur,  
Who is called a Repairer,  
Or for Crispijn’s Guests:  
No one more beautiful on Earth could surprise.  
When going to the girl,  
Each cheek is stiff with the Wet  
That drips from Ceres’ vat  
Into the glass,  
That from Ceres’ vat  
Splashes into the glass and throat-hole."
young_anti_dbnl_32,anti-marriage,anti-huwelijkslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=125687&lan=en,"My Roosje, my Croosje, is sweet and dear,  
My Little Mouth, my Little Fool, whom I must praise,  
My Darling, my Thief, my Croosje, my Child,  
Her beauty,  
On display,  
For me, who loves her  
Like sulfur sticks,  
Which dull the vermilion,  
Very good for a Monsieur,  
Who is called Reprateur,  
Or for Crispijn’s Guests:  
No one on Earth surprises more beautifully.  
To run to the girl,  
Every cheek is stiff from the wet  
That drops from Ceres' vat  
Into the little glass,  
That from Ceres' vat  
Splashes into the glass and throat."
young_anti_dbnl_33,anti-marriage,anti-huwelijkslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=125689&lan=en,"My Roosje, my Croosje, is dear and sweet,  
My Little Mouth, my Little Fool, whom I must praise,  
My Darling, my Thief, my Croosje, my Child,  
Her Beauty,  
Displayed,  
For me, who loves her  
Like sulfur sticks,  
Which the fermillion dulls,  
Very good for a Monsieur,  
Called Reprateur,  
Or for Crispijn’s guests:  
No one on Earth could surprise me more beautifully.  
To walk to the girl,  
Each cheek is stiff with the wetness,  
That from Ceres' vat,  
Is dropped into the little glass,  
That from Ceres' vat,  
Splashes into the glass and throat."
young_anti_dbnl_34,anti-marriage,anti-huwelijkslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=125690&lan=en,"My Roosje, my Croosje, is sweet and dear,  
My Little Mouth, my Little Fool, whom I must praise,  
My Darling, my Thief, my Croosje, my Child,  
Her Beauty,  
Displayed,  
For me, who cherishes her  
Like sulfur sticks,  
Which dull the vermilion,  
Very fitting for a Monsieur,  
Who is called Reprateur,  
Or for Crispijn's guests:  
No one more beautiful astonished me on Earth.  
To walk to the girl,  
Each cheek stands stiff with wetness,  
That from Ceres' vessel,  
Is dripped into the glass,  
That from Ceres' vessel,  
Splashes into the glass and throat."
young_anti_dbnl_35,anti-marriage,anti-huwelijkslied,https://www.liederenbank.nl/liedpresentatie.php?zoek=125692&lan=en,"My Roosje, my Croosje, is sweet and dear,  
My Little Mouth, my Little Fool, whom I must praise,  
My Darling, my Thief, my Croosje, my Child,  
Her Beauty,  
On display,  
For me, who her Mind  
Like sulfur sticks,  
Which the fermillion mutes,  
Very good for a Monsieur,  
Who is called Reprateur,  
Or for Crispijn's Guests:  
No one more beautiful on Earth could surprise.  
To walk to the girl,  
Every cheek is stiff with the Wet,  
That from Ceres' vat,  
Into the little glass is dropped,  
That from Ceres' vat,  
Splashes into the Glass and Throat hole."
